dataset,s,r,tree_build_ms,prog_time_ms,num_leaves,clique_index_ms,max_rss_kb,exit_status,cmd,timestamp
/data1/wenqianz/com-youtube.edges,2,23,24694.9,405.0,0.0,,725236.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 2 23,2025-09-01 16:17:09
/data1/wenqianz/com-youtube.edges,2,24,25450.2,497.0,0.0,,725188.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 2 24,2025-09-01 16:17:36
/data1/wenqianz/com-youtube.edges,2,25,26226.8,443.0,0.0,,725196.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 2 25,2025-09-01 16:18:04
/data1/wenqianz/com-youtube.edges,2,26,25175.2,385.0,0.0,,725224.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 2 26,2025-09-01 16:18:33
/data1/wenqianz/com-youtube.edges,2,27,26200.4,444.0,0.0,,725212.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 2 27,2025-09-01 16:19:01
/data1/wenqianz/com-youtube.edges,2,28,24786.9,386.0,0.0,,725196.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 2 28,2025-09-01 16:19:30
/data1/wenqianz/com-youtube.edges,2,29,27420.5,634.0,0.0,,725232.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 2 29,2025-09-01 16:19:58
/data1/wenqianz/com-youtube.edges,2,30,28110.8,439.0,0.0,,725196.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 2 30,2025-09-01 16:20:28
/data1/wenqianz/com-youtube.edges,3,4,25667.5,31838.0,2555040.0,572.546,2133088.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 4,2025-09-01 16:20:59
/data1/wenqianz/com-youtube.edges,3,5,27146.7,47569.0,2248530.0,474.095,3821696.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 5,2025-09-01 16:22:00
/data1/wenqianz/com-youtube.edges,3,6,22379.3,39422.0,1640724.0,333.034,5249416.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 6,2025-09-01 16:23:18
/data1/wenqianz/com-youtube.edges,3,7,24237.5,29077.0,1051537.0,248.812,4398248.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 7,2025-09-01 16:24:24
/data1/wenqianz/com-youtube.edges,3,8,23949.8,17394.0,606659.0,181.272,2914956.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 8,2025-09-01 16:25:20
/data1/wenqianz/com-youtube.edges,3,9,22429.9,8896.0,316242.0,122.796,1835824.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 9,2025-09-01 16:26:04
/data1/wenqianz/com-youtube.edges,3,10,22177.0,4577.0,147090.0,91.4884,1188600.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 10,2025-09-01 16:26:37
/data1/wenqianz/com-youtube.edges,3,11,22401.8,2005.0,60952.0,76.2197,838964.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 11,2025-09-01 16:27:06
/data1/wenqianz/com-youtube.edges,3,12,22069.2,815.0,22045.0,69.8575,685452.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 12,2025-09-01 16:27:32
/data1/wenqianz/com-youtube.edges,3,13,21814.1,324.0,6911.0,66.757,636680.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 13,2025-09-01 16:27:57
/data1/wenqianz/com-youtube.edges,3,14,22015.3,137.0,1703.0,65.7432,634444.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 14,2025-09-01 16:28:21
/data1/wenqianz/com-youtube.edges,3,15,21678.5,80.0,303.0,64.9658,633584.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 15,2025-09-01 16:28:45
/data1/wenqianz/com-youtube.edges,3,16,22335.2,68.0,50.0,65.7563,633516.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 16,2025-09-01 16:29:08
/data1/wenqianz/com-youtube.edges,3,17,22042.8,66.0,2.0,66.2222,633444.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 17,2025-09-01 16:29:33
/data1/wenqianz/com-youtube.edges,3,18,22012.7,65.0,0.0,65.9187,633536.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 18,2025-09-01 16:29:57
/data1/wenqianz/com-youtube.edges,3,19,21710.8,65.0,0.0,65.4932,633544.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 19,2025-09-01 16:30:21
/data1/wenqianz/com-youtube.edges,3,20,21955.5,65.0,0.0,65.5375,633576.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 20,2025-09-01 16:30:45
/data1/wenqianz/com-youtube.edges,3,21,22257.4,69.0,0.0,69.2974,633624.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 21,2025-09-01 16:31:09
/data1/wenqianz/com-youtube.edges,3,22,22210.3,67.0,0.0,67.7824,633564.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 22,2025-09-01 16:31:33
/data1/wenqianz/com-youtube.edges,3,23,22007.1,69.0,0.0,69.1199,633472.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 23,2025-09-01 16:31:58
/data1/wenqianz/com-youtube.edges,3,24,22073.2,65.0,0.0,65.6614,633488.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 24,2025-09-01 16:32:22
/data1/wenqianz/com-youtube.edges,3,25,22396.8,66.0,0.0,66.2982,633504.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 25,2025-09-01 16:32:47
/data1/wenqianz/com-youtube.edges,3,26,22328.6,74.0,0.0,74.3339,633528.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 26,2025-09-01 16:33:11
/data1/wenqianz/com-youtube.edges,3,27,22112.6,70.0,0.0,70.031,633436.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 27,2025-09-01 16:33:36
/data1/wenqianz/com-youtube.edges,3,28,22042.2,66.0,0.0,66.404,633476.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 28,2025-09-01 16:34:00
/data1/wenqianz/com-youtube.edges,3,29,22078.7,66.0,0.0,66.5177,633516.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 29,2025-09-01 16:34:25
/data1/wenqianz/com-youtube.edges,3,30,22028.7,66.0,0.0,66.581,633524.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/com-youtube.edges 3 30,2025-09-01 16:34:49
/data1/wenqianz/soc-pokec-relationships.edges,1,3,31098.7,34129.0,19779129.0,,68171684.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 3,2025-08-31 14:46:05
/data1/wenqianz/soc-pokec-relationships.edges,1,4,31294.0,26132.0,14728137.0,,51668732.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 4,2025-08-31 14:47:40
/data1/wenqianz/soc-pokec-relationships.edges,1,5,30683.4,17948.0,9703624.0,,34744804.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 5,2025-08-31 14:49:03
/data1/wenqianz/soc-pokec-relationships.edges,1,6,29857.4,11390.0,6024045.0,,22193972.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 6,2025-08-31 14:50:15
/data1/wenqianz/soc-pokec-relationships.edges,1,7,29345.1,7125.0,3640657.0,,13954440.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 7,2025-08-31 14:51:15
/data1/wenqianz/soc-pokec-relationships.edges,1,8,29335.3,4438.0,2188330.0,,8890712.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 8,2025-08-31 14:52:09
/data1/wenqianz/soc-pokec-relationships.edges,1,9,29002.9,2818.0,1324999.0,,5852240.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 9,2025-08-31 14:52:59
/data1/wenqianz/soc-pokec-relationships.edges,1,10,28821.9,1786.0,805740.0,,4010644.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 10,2025-08-31 14:53:46
/data1/wenqianz/soc-pokec-relationships.edges,1,11,28641.7,1154.0,483509.0,,2866352.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 11,2025-08-31 14:54:31
/data1/wenqianz/soc-pokec-relationships.edges,1,12,28387.4,741.0,280361.0,,2134600.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 12,2025-08-31 14:55:14
/data1/wenqianz/soc-pokec-relationships.edges,1,13,28478.8,489.0,154518.0,,1679424.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 13,2025-08-31 14:55:57
/data1/wenqianz/soc-pokec-relationships.edges,1,14,28495.3,342.0,82112.0,,1414956.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 14,2025-08-31 14:56:40
/data1/wenqianz/soc-pokec-relationships.edges,1,15,28458.5,252.0,42282.0,,1266976.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 15,2025-08-31 14:57:23
/data1/wenqianz/soc-pokec-relationships.edges,1,16,28480.6,212.0,21982.0,,1197636.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 16,2025-08-31 14:58:05
/data1/wenqianz/soc-pokec-relationships.edges,1,17,28252.9,202.0,12208.0,,1191972.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 17,2025-08-31 14:58:47
/data1/wenqianz/soc-pokec-relationships.edges,1,18,28596.8,201.0,6899.0,,1188532.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 18,2025-08-31 14:59:29
/data1/wenqianz/soc-pokec-relationships.edges,1,19,28448.0,189.0,3674.0,,1186672.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 19,2025-08-31 15:00:12
/data1/wenqianz/soc-pokec-relationships.edges,1,20,28335.1,186.0,1427.0,,1185296.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 20,2025-08-31 15:00:54
/data1/wenqianz/soc-pokec-relationships.edges,1,21,28374.9,185.0,551.0,,1184624.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 21,2025-08-31 15:01:36
/data1/wenqianz/soc-pokec-relationships.edges,1,22,28387.9,183.0,237.0,,1184352.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 22,2025-08-31 15:02:19
/data1/wenqianz/soc-pokec-relationships.edges,1,23,28447.6,186.0,153.0,,1184052.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 23,2025-08-31 15:03:01
/data1/wenqianz/soc-pokec-relationships.edges,1,24,28943.3,184.0,114.0,,1184044.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 24,2025-08-31 15:03:42
/data1/wenqianz/soc-pokec-relationships.edges,1,25,28426.1,187.0,74.0,,1184060.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 25,2025-08-31 15:04:25
/data1/wenqianz/soc-pokec-relationships.edges,1,26,28631.1,191.0,42.0,,1184084.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 26,2025-08-31 15:05:08
/data1/wenqianz/soc-pokec-relationships.edges,1,27,28406.9,184.0,22.0,,1183920.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 27,2025-08-31 15:05:50
/data1/wenqianz/soc-pokec-relationships.edges,1,28,28379.1,185.0,12.0,,1183972.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 28,2025-08-31 15:06:32
/data1/wenqianz/soc-pokec-relationships.edges,1,29,28344.0,185.0,6.0,,1184044.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 29,2025-08-31 15:07:14
/data1/wenqianz/soc-pokec-relationships.edges,1,30,28429.8,167.0,0.0,,1183968.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 1 30,2025-08-31 15:07:56
/data1/wenqianz/soc-pokec-relationships.edges,2,4,31325.5,119865.0,14728137.0,,146442048.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 4,2025-08-31 15:08:38
/data1/wenqianz/soc-pokec-relationships.edges,2,5,30443.4,89100.0,9703624.0,,97811936.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 5,2025-08-31 15:11:45
/data1/wenqianz/soc-pokec-relationships.edges,2,6,30154.5,61224.0,6024045.0,,62039076.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 6,2025-08-31 15:14:13
/data1/wenqianz/soc-pokec-relationships.edges,2,7,29423.4,39935.0,3640657.0,,38705088.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 7,2025-08-31 15:16:07
/data1/wenqianz/soc-pokec-relationships.edges,2,8,29083.6,26028.0,2188330.0,,24403732.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 8,2025-08-31 15:17:36
/data1/wenqianz/soc-pokec-relationships.edges,2,9,28574.6,17180.0,1324999.0,,15846924.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 9,2025-08-31 15:18:49
/data1/wenqianz/soc-pokec-relationships.edges,2,10,28627.7,11913.0,805740.0,,10685896.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 10,2025-08-31 15:19:50
/data1/wenqianz/soc-pokec-relationships.edges,2,11,28232.5,8449.0,483509.0,,7470128.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 11,2025-08-31 15:20:46
/data1/wenqianz/soc-pokec-relationships.edges,2,12,28460.8,6261.0,280361.0,,5441216.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 12,2025-08-31 15:21:37
/data1/wenqianz/soc-pokec-relationships.edges,2,13,28392.8,4875.0,154518.0,,4186016.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 13,2025-08-31 15:22:26
/data1/wenqianz/soc-pokec-relationships.edges,2,14,28383.3,4028.0,82112.0,,3725232.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 14,2025-08-31 15:23:13
/data1/wenqianz/soc-pokec-relationships.edges,2,15,28342.9,3616.0,42282.0,,3702880.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 15,2025-08-31 15:24:00
/data1/wenqianz/soc-pokec-relationships.edges,2,16,28075.7,3458.0,21982.0,,3691248.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 16,2025-08-31 15:24:46
/data1/wenqianz/soc-pokec-relationships.edges,2,17,28197.3,3283.0,12208.0,,3685828.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 17,2025-08-31 15:25:31
/data1/wenqianz/soc-pokec-relationships.edges,2,18,28215.7,3190.0,6899.0,,3682272.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 18,2025-08-31 15:26:17
/data1/wenqianz/soc-pokec-relationships.edges,2,19,28257.0,3193.0,3674.0,,3680296.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 19,2025-08-31 15:27:02
/data1/wenqianz/soc-pokec-relationships.edges,2,20,28426.5,3114.0,1427.0,,3678576.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 20,2025-08-31 15:27:47
/data1/wenqianz/soc-pokec-relationships.edges,2,21,28268.4,3096.0,551.0,,3677864.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 21,2025-08-31 15:28:33
/data1/wenqianz/soc-pokec-relationships.edges,2,22,28450.8,3100.0,237.0,,3677668.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 22,2025-08-31 15:29:18
/data1/wenqianz/soc-pokec-relationships.edges,2,23,28393.8,3046.0,153.0,,3154824.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 23,2025-08-31 15:30:03
/data1/wenqianz/soc-pokec-relationships.edges,2,24,28390.1,3153.0,114.0,,3677416.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 24,2025-08-31 15:30:49
/data1/wenqianz/soc-pokec-relationships.edges,2,25,28227.8,3056.0,74.0,,3154740.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 25,2025-08-31 15:31:34
/data1/wenqianz/soc-pokec-relationships.edges,2,26,28209.7,3078.0,42.0,,3154672.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 26,2025-08-31 15:32:19
/data1/wenqianz/soc-pokec-relationships.edges,2,27,28317.8,3083.0,22.0,,3154696.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 27,2025-08-31 15:33:04
/data1/wenqianz/soc-pokec-relationships.edges,2,28,28134.3,3075.0,12.0,,3154724.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 28,2025-08-31 15:33:49
/data1/wenqianz/soc-pokec-relationships.edges,2,29,28251.5,3120.0,6.0,,3154728.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 29,2025-08-31 15:34:34
/data1/wenqianz/soc-pokec-relationships.edges,2,30,28388.7,2948.0,0.0,,3154772.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 2 30,2025-08-31 15:35:19
/data1/wenqianz/soc-pokec-relationships.edges,3,4,30822.5,202292.0,14728137.0,5700.8,22726272.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 4,2025-08-31 15:36:04
/data1/wenqianz/soc-pokec-relationships.edges,3,5,30230.6,209729.0,9703624.0,4237.65,69290576.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 5,2025-08-31 15:40:19
/data1/wenqianz/soc-pokec-relationships.edges,3,6,30014.5,202430.0,6024045.0,2926.54,129865028.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 6,2025-08-31 15:44:40
/data1/wenqianz/soc-pokec-relationships.edges,3,7,29368.2,169301.0,3640657.0,2035.02,138265820.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 7,2025-08-31 15:48:53
/data1/wenqianz/soc-pokec-relationships.edges,3,8,28725.2,119793.0,2188330.0,1399.3,96131556.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 8,2025-08-31 15:52:31
/data1/wenqianz/soc-pokec-relationships.edges,3,9,28479.0,80707.0,1324999.0,1050.26,58780564.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 9,2025-08-31 15:55:18
/data1/wenqianz/soc-pokec-relationships.edges,3,10,28705.9,51931.0,805740.0,823.977,33292324.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 10,2025-08-31 15:57:23
/data1/wenqianz/soc-pokec-relationships.edges,3,11,28586.6,31822.0,483509.0,688.47,17944880.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 11,2025-08-31 15:58:59
/data1/wenqianz/soc-pokec-relationships.edges,3,12,28392.8,19958.0,280361.0,609.982,9869968.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 12,2025-08-31 16:00:14
/data1/wenqianz/soc-pokec-relationships.edges,3,13,28580.2,11588.0,154518.0,560.892,5661936.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 13,2025-08-31 16:01:16
/data1/wenqianz/soc-pokec-relationships.edges,3,14,28487.4,6845.0,82112.0,534.875,3780268.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 14,2025-08-31 16:02:11
/data1/wenqianz/soc-pokec-relationships.edges,3,15,28417.7,4210.0,42282.0,519.208,3015260.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 15,2025-08-31 16:03:00
/data1/wenqianz/soc-pokec-relationships.edges,3,16,28180.2,2709.0,21982.0,498.272,2630572.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 16,2025-08-31 16:03:46
/data1/wenqianz/soc-pokec-relationships.edges,3,17,28400.6,1865.0,12208.0,504.6,2450292.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 17,2025-08-31 16:04:31
/data1/wenqianz/soc-pokec-relationships.edges,3,18,28011.2,1301.0,6899.0,490.365,2446980.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 18,2025-08-31 16:05:15
/data1/wenqianz/soc-pokec-relationships.edges,3,19,28459.3,947.0,3674.0,498.387,2445164.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 19,2025-08-31 16:05:58
/data1/wenqianz/soc-pokec-relationships.edges,3,20,27966.6,705.0,1427.0,487.144,2443460.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 20,2025-08-31 16:06:41
/data1/wenqianz/soc-pokec-relationships.edges,3,21,28268.0,607.0,551.0,489.602,2442880.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 21,2025-08-31 16:07:23
/data1/wenqianz/soc-pokec-relationships.edges,3,22,28404.4,570.0,237.0,499.379,2442536.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 22,2025-08-31 16:08:06
/data1/wenqianz/soc-pokec-relationships.edges,3,23,28210.5,535.0,153.0,486.328,2442584.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 23,2025-08-31 16:08:48
/data1/wenqianz/soc-pokec-relationships.edges,3,24,28318.2,526.0,114.0,489.697,2442504.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 24,2025-08-31 16:09:30
/data1/wenqianz/soc-pokec-relationships.edges,3,25,28085.2,512.0,74.0,486.821,2442288.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 25,2025-08-31 16:10:13
/data1/wenqianz/soc-pokec-relationships.edges,3,26,28359.8,517.0,42.0,498.878,2442220.0,0.0,./build/bin/degeneracy_cliques /data1/wenqianz/soc-pokec-relationships.edges 3 26,2025-08-31 16:10:55
